candidate_id,mito_prefix,min_genes_per_cell,min_cells_per_gene,max_pct_mito,max_total_counts,doublet_detection_enabled,doublet_score_threshold,doublet_threshold_source,filter_predicted_doublets,predicted_doublets,cells_before,cells_passing_rna_qc,cells_retained_final_preview,final_retention_fraction,yaml_updated,yaml_path,yaml_backup,source_script
1,MT-,200,5,15.0,40000.0,True,0.17614745734803391,accepted_automatic_scrublet_threshold,True,1061,11898,10751,9763,0.820558076987729,True,C:\Users\jkary\Desktop\bioinformatics\MSc thesis\Msc_Thesis_Project\Refactored\projects\pbmc_10k_multiome_v1\configs\preprocessing_rna.yaml,C:\Users\jkary\Desktop\bioinformatics\MSc thesis\Msc_Thesis_Project\Refactored\projects\pbmc_10k_multiome_v1\configs\preprocessing_rna.before_step02A_update_20260707_124451.yaml,run_02A_paired_rna_qc_diagnostics.py
