catalogue_index	tf_symbol	present_in_rna	exclusion_reason	reference_name	reference_version
376	HOXA3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
377	HOXA4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
378	HOXA5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
381	HOXA9	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
382	HOXB1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
383	HOXB13	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
384	HOXB2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
385	HOXB3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
386	HOXB4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
387	HOXB5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
388	HOXB6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
389	HOXB7	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
390	HOXB8	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
391	HOXB9	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
392	HOXC10	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
393	HOXC11	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
394	HOXC12	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
395	HOXC13	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
396	HOXC4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
397	HOXC5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
398	HOXC6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
399	HOXC8	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
400	HOXC9	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
401	HOXD1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
402	HOXD10	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
403	HOXD11	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
404	HOXD12	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
405	HOXD13	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
406	HOXD3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
407	HOXD4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
408	HOXD8	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
409	HOXD9	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
410	HSF1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
411	HSF2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
412	HSF4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
413	HSF5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
414	HSFX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
415	HSFX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
416	HSFY1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
417	HSFY2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
418	IKZF1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
420	IKZF3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
421	IKZF4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
422	IKZF5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
423	INSM1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
424	INSM2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
425	IRF1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
426	IRF2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
427	IRF3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
429	IRF5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
430	IRF6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
433	IRF9	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
434	IRX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
435	IRX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
436	IRX3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
437	IRX4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
438	IRX5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
439	IRX6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
440	ISL1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
441	ISL2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
442	ISX	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
445	JRK	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
446	JRKL	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
448	JUNB	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
449	JUND	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
450	KAT7	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
451	KCMF1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
452	KCNIP3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
453	KDM2A	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
454	KDM2B	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
455	KDM5B	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
456	KIN	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
458	KLF10	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
459	KLF11	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
460	KLF12	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
461	KLF13	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
462	KLF14	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
463	KLF15	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
464	KLF16	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
465	KLF17	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
466	KLF2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
467	KLF3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
470	KLF6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
471	KLF7	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
472	KLF8	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
473	KLF9	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
474	KMT2A	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
475	KMT2B	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
476	L3MBTL1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
477	L3MBTL3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
479	LBX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
480	LBX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
481	LCOR	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
482	LCORL	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
484	LEUTX	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
485	LHX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
486	LHX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
487	LHX3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
488	LHX4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
489	LHX5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
490	LHX6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
491	LHX8	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
492	LHX9	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
493	LIN28A	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
494	LIN28B	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
495	LIN54	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
496	LMX1A	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
497	LMX1B	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
498	LTF	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
499	LYL1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
501	MAFA	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
503	MAFF	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
504	MAFG	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
505	MAFK	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
506	MAX	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
507	MAZ	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
508	MBD1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
509	MBD2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
510	MBD3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
511	MBD4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
512	MBD6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
513	MBNL2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
515	MECP2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
516	MEF2A	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
517	MEF2B	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
519	MEF2D	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
521	MEIS2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
522	MEIS3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
523	MEOX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
524	MEOX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
525	MESP1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
526	MESP2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
527	MGA	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
530	MKX	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
531	MLX	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
532	MLXIP	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
533	MLXIPL	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
534	MNT	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
535	MNX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
536	MSANTD1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
537	MSANTD3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
538	MSANTD4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
539	MSC	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
540	MSGN1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
541	MSX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
542	MSX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
543	MTERF1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
544	MTERF2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
545	MTERF3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
546	MTERF4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
547	MTF1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
548	MTF2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
550	MXD3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
551	MXD4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
552	MXI1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
556	MYC	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
557	MYCL	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
558	MYCN	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
559	MYF5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
560	MYF6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
561	MYNN	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
562	MYOD1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
563	MYOG	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
564	MYPOP	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
565	MYRF	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
566	MYRFL	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
567	MYSM1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
568	MYT1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
569	MYT1L	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
570	MZF1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
571	NACC2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
572	NAIF1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
573	NANOG	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
574	NANOGNB	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
575	NANOGP8	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
576	NCOA1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
577	NCOA2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
578	NCOA3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
579	NEUROD1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
580	NEUROD2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
581	NEUROD4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
582	NEUROD6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
583	NEUROG1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
584	NEUROG2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
585	NEUROG3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
586	NFAT5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
587	NFATC1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
588	NFATC2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
589	NFATC3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
591	NFE2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
592	NFE2L1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
593	NFE2L2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
594	NFE2L3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
595	NFE4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
597	NFIB	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
598	NFIC	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
600	NFIX	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
601	NFKB1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
602	NFKB2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
603	NFX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
604	NFXL1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
605	NFYA	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
606	NFYB	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
607	NFYC	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
608	NHLH1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
609	NHLH2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
610	NKRF	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
611	NKX1-1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
612	NKX1-2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
613	NKX2-1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
614	NKX2-2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
615	NKX2-3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
616	NKX2-4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
617	NKX2-5	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
618	NKX2-6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
619	NKX2-8	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
620	NKX3-1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
621	NKX3-2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
622	NKX6-1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
623	NKX6-2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
624	NKX6-3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
625	NME2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
626	NOBOX	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
627	NOTO	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
631	NPAS4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
632	NR0B1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
633	NR1D1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
634	NR1D2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
635	NR1H2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
636	NR1H3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
637	NR1H4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
638	NR1I2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
639	NR1I3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
640	NR2C1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
641	NR2C2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
642	NR2E1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
643	NR2E3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
644	NR2F1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
645	NR2F2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
646	NR2F6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
647	NR3C1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
652	NR5A1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
653	NR5A2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
655	NRF1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
656	NRL	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
657	OLIG1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
658	OLIG2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
659	OLIG3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
660	ONECUT1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
661	ONECUT2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
662	ONECUT3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
663	OSR1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
664	OSR2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
665	OTP	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
666	OTX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
667	OTX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
668	OVOL1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
669	OVOL2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
670	OVOL3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
671	PA2G4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
672	PATZ1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
673	PAX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
674	PAX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
675	PAX3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
676	PAX4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
678	PAX6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
679	PAX7	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
680	PAX8	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
681	PAX9	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
683	PBX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
685	PBX4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
686	PCGF2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
687	PCGF6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
688	PDX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
689	PEG3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
690	PGR	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
691	PHF1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
692	PHF19	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
693	PHF20	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
694	PHF21A	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
695	PHOX2A	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
696	PHOX2B	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
697	PIN1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
698	PITX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
699	PITX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
700	PITX3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
701	PKNOX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
702	PKNOX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
703	PLAG1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
705	PLAGL2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
707	POGK	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
708	POU1F1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
710	POU2F1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
712	POU2F3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
713	POU3F1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
714	POU3F2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
715	POU3F3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
716	POU3F4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
717	POU4F1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
718	POU4F2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
719	POU4F3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
720	POU5F1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
721	POU5F1B	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
722	POU5F2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
723	POU6F1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
726	PPARD	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
729	PRDM10	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
730	PRDM12	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
731	PRDM13	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
732	PRDM14	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
733	PRDM15	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
734	PRDM16	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
735	PRDM2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
736	PRDM4	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
738	PRDM6	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
739	PRDM8	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
740	PRDM9	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
741	PREB	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
742	PRMT3	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
743	PROP1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
744	PROX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
745	PROX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
746	PRR12	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
747	PRRX1	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
748	PRRX2	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
749	PTF1A	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
750	PURA	False	not_present_in_current_rna_gene_universe	Lambert_human_TFs	v1.01
