tf_symbol	tf_symbol_original	catalogue_index	reference_name	reference_version	rna_var_name	rna_gene_symbol	present_in_rna	included_as_tf_node	exclusion_reason
SNAPC5	SNAPC5	836	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SOHLH1	SOHLH1	837	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SOHLH2	SOHLH2	838	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SON	SON	839	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SOX1	SOX1	840	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SOX10	SOX10	841	Lambert_human_TFs	v1.01	SOX10	SOX10	True	True	
SOX11	SOX11	842	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SOX12	SOX12	843	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SOX13	SOX13	844	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SOX14	SOX14	845	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SOX15	SOX15	846	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SOX17	SOX17	847	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SOX18	SOX18	848	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SOX2	SOX2	849	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SOX21	SOX21	850	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SOX3	SOX3	851	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SOX30	SOX30	852	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SOX4	SOX4	853	Lambert_human_TFs	v1.01	SOX4	SOX4	True	True	
SOX5	SOX5	854	Lambert_human_TFs	v1.01	SOX5	SOX5	True	True	
SOX6	SOX6	855	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SOX7	SOX7	856	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SOX8	SOX8	857	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SOX9	SOX9	858	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SP1	SP1	859	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SP100	SP100	860	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SP110	SP110	861	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SP140	SP140	862	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SP140L	SP140L	863	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SP2	SP2	864	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SP3	SP3	865	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SP4	SP4	866	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SP5	SP5	867	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SP6	SP6	868	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SP7	SP7	869	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SP8	SP8	870	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SP9	SP9	871	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SPDEF	SPDEF	872	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SPEN	SPEN	873	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SPI1	SPI1	874	Lambert_human_TFs	v1.01	SPI1	SPI1	True	True	
SPIB	SPIB	875	Lambert_human_TFs	v1.01	SPIB	SPIB	True	True	
SPIC	SPIC	876	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SPZ1	SPZ1	877	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SRCAP	SRCAP	878	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SREBF1	SREBF1	879	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SREBF2	SREBF2	880	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SRF	SRF	881	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
SRY	SRY	882	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ST18	ST18	883	Lambert_human_TFs	v1.01	ST18	ST18	True	True	
STAT1	STAT1	884	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
STAT2	STAT2	885	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
STAT3	STAT3	886	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
STAT4	STAT4	887	Lambert_human_TFs	v1.01	STAT4	STAT4	True	True	
STAT5A	STAT5A	888	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
STAT5B	STAT5B	889	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
STAT6	STAT6	890	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
T	T	891	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TAL1	TAL1	892	Lambert_human_TFs	v1.01	TAL1	TAL1	True	True	
TAL2	TAL2	893	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TBP	TBP	894	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TBPL1	TBPL1	895	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TBPL2	TBPL2	896	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TBR1	TBR1	897	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TBX1	TBX1	898	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TBX10	TBX10	899	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TBX15	TBX15	900	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TBX18	TBX18	901	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TBX19	TBX19	902	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TBX2	TBX2	903	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TBX20	TBX20	904	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TBX21	TBX21	905	Lambert_human_TFs	v1.01	TBX21	TBX21	True	True	
TBX22	TBX22	906	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TBX3	TBX3	907	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TBX4	TBX4	908	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TBX5	TBX5	909	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TBX6	TBX6	910	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TCF12	TCF12	911	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TCF15	TCF15	912	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TCF20	TCF20	913	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TCF21	TCF21	914	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TCF23	TCF23	915	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TCF24	TCF24	916	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TCF3	TCF3	917	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TCF4	TCF4	918	Lambert_human_TFs	v1.01	TCF4	TCF4	True	True	
TCF7	TCF7	919	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TCF7L1	TCF7L1	920	Lambert_human_TFs	v1.01	TCF7L1	TCF7L1	True	True	
TCF7L2	TCF7L2	921	Lambert_human_TFs	v1.01	TCF7L2	TCF7L2	True	True	
TCFL5	TCFL5	922	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TEAD1	TEAD1	923	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TEAD2	TEAD2	924	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TEAD3	TEAD3	925	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TEAD4	TEAD4	926	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TEF	TEF	927	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TERB1	TERB1	928	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TERF1	TERF1	929	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TERF2	TERF2	930	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TET1	TET1	931	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TET2	TET2	932	Lambert_human_TFs	v1.01	TET2	TET2	True	True	
TET3	TET3	933	Lambert_human_TFs	v1.01	TET3	TET3	True	True	
TFAP2A	TFAP2A	934	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TFAP2B	TFAP2B	935	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TFAP2C	TFAP2C	936	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TFAP2D	TFAP2D	937	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TFAP2E	TFAP2E	938	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TFAP4	TFAP4	939	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TFCP2	TFCP2	940	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TFCP2L1	TFCP2L1	941	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TFDP1	TFDP1	942	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TFDP2	TFDP2	943	Lambert_human_TFs	v1.01	TFDP2	TFDP2	True	True	
TFDP3	TFDP3	944	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TFE3	TFE3	945	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TFEB	TFEB	946	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TFEC	TFEC	947	Lambert_human_TFs	v1.01	TFEC	TFEC	True	True	
TGIF1	TGIF1	948	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TGIF2	TGIF2	949	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TGIF2LX	TGIF2LX	950	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TGIF2LY	TGIF2LY	951	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
THAP1	THAP1	952	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
THAP10	THAP10	953	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
THAP11	THAP11	954	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
THAP12	THAP12	955	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
THAP2	THAP2	956	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
THAP3	THAP3	957	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
THAP4	THAP4	958	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
THAP5	THAP5	959	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
THAP6	THAP6	960	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
THAP7	THAP7	961	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
THAP8	THAP8	962	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
THAP9	THAP9	963	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
THRA	THRA	964	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
THRB	THRB	965	Lambert_human_TFs	v1.01	THRB	THRB	True	True	
THYN1	THYN1	966	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TIGD1	TIGD1	967	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TIGD2	TIGD2	968	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TIGD3	TIGD3	969	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TIGD4	TIGD4	970	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TIGD5	TIGD5	971	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TIGD6	TIGD6	972	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TIGD7	TIGD7	973	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TLX1	TLX1	974	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TLX2	TLX2	975	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TLX3	TLX3	976	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TMF1	TMF1	977	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TOPORS	TOPORS	978	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TP53	TP53	979	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TP63	TP63	980	Lambert_human_TFs	v1.01	TP63	TP63	True	True	
TP73	TP73	981	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TPRX1	TPRX1	982	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TRAFD1	TRAFD1	983	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TRERF1	TRERF1	984	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TRPS1	TRPS1	985	Lambert_human_TFs	v1.01	TRPS1	TRPS1	True	True	
TSC22D1	TSC22D1	986	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TSHZ1	TSHZ1	987	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TSHZ2	TSHZ2	988	Lambert_human_TFs	v1.01	TSHZ2	TSHZ2	True	True	
TSHZ3	TSHZ3	989	Lambert_human_TFs	v1.01	TSHZ3	TSHZ3	True	True	
TTF1	TTF1	990	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TWIST1	TWIST1	991	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
TWIST2	TWIST2	992	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
UBP1	UBP1	993	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
UNCX	UNCX	994	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
USF1	USF1	995	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
USF2	USF2	996	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
USF3	USF3	997	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
VAX1	VAX1	998	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
VAX2	VAX2	999	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
VDR	VDR	1000	Lambert_human_TFs	v1.01	VDR	VDR	True	True	
VENTX	VENTX	1001	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
VEZF1	VEZF1	1002	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
VSX1	VSX1	1003	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
VSX2	VSX2	1004	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
WIZ	WIZ	1005	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
WT1	WT1	1006	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
XBP1	XBP1	1007	Lambert_human_TFs	v1.01	XBP1	XBP1	True	True	
XPA	XPA	1008	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
YBX1	YBX1	1009	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
YBX2	YBX2	1010	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
YBX3	YBX3	1011	Lambert_human_TFs	v1.01	YBX3	YBX3	True	True	
YY1	YY1	1012	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
YY2	YY2	1013	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBED1	ZBED1	1014	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBED2	ZBED2	1015	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBED3	ZBED3	1016	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBED4	ZBED4	1017	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBED5	ZBED5	1018	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBED6	ZBED6	1019	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBED9	ZBED9	1020	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB1	ZBTB1	1021	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB10	ZBTB10	1022	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB11	ZBTB11	1023	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB12	ZBTB12	1024	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB14	ZBTB14	1025	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB16	ZBTB16	1026	Lambert_human_TFs	v1.01	ZBTB16	ZBTB16	True	True	
ZBTB17	ZBTB17	1027	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB18	ZBTB18	1028	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB2	ZBTB2	1029	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB20	ZBTB20	1030	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB21	ZBTB21	1031	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB22	ZBTB22	1032	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB24	ZBTB24	1033	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB25	ZBTB25	1034	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB26	ZBTB26	1035	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB3	ZBTB3	1036	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB32	ZBTB32	1037	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB33	ZBTB33	1038	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB34	ZBTB34	1039	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB37	ZBTB37	1040	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB38	ZBTB38	1041	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB39	ZBTB39	1042	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB4	ZBTB4	1043	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB40	ZBTB40	1044	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB41	ZBTB41	1045	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB42	ZBTB42	1046	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB43	ZBTB43	1047	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB44	ZBTB44	1048	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB45	ZBTB45	1049	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB46	ZBTB46	1050	Lambert_human_TFs	v1.01	ZBTB46	ZBTB46	True	True	
ZBTB47	ZBTB47	1051	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB48	ZBTB48	1052	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB49	ZBTB49	1053	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB5	ZBTB5	1054	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB6	ZBTB6	1055	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB7A	ZBTB7A	1056	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB7B	ZBTB7B	1057	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB7C	ZBTB7C	1058	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB8A	ZBTB8A	1059	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB8B	ZBTB8B	1060	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZBTB9	ZBTB9	1061	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZC3H8	ZC3H8	1062	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZEB1	ZEB1	1063	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZEB2	ZEB2	1064	Lambert_human_TFs	v1.01	ZEB2	ZEB2	True	True	
ZFAT	ZFAT	1065	Lambert_human_TFs	v1.01	ZFAT	ZFAT	True	True	
ZFHX2	ZFHX2	1066	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFHX3	ZFHX3	1067	Lambert_human_TFs	v1.01	ZFHX3	ZFHX3	True	True	
ZFHX4	ZFHX4	1068	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFP1	ZFP1	1069	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFP14	ZFP14	1070	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFP2	ZFP2	1071	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFP28	ZFP28	1072	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFP3	ZFP3	1073	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFP30	ZFP30	1074	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFP37	ZFP37	1075	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFP41	ZFP41	1076	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFP42	ZFP42	1077	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFP57	ZFP57	1078	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFP62	ZFP62	1079	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFP64	ZFP64	1080	Lambert_human_TFs	v1.01	ZFP64	ZFP64	True	True	
ZFP69	ZFP69	1081	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFP69B	ZFP69B	1082	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFP82	ZFP82	1083	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFP90	ZFP90	1084	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFP91	ZFP91	1085	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFP92	ZFP92	1086	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFPM1	ZFPM1	1087	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFPM2	ZFPM2	1088	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFX	ZFX	1089	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZFY	ZFY	1090	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZGLP1	ZGLP1	1091	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZGPAT	ZGPAT	1092	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZHX1	ZHX1	1093	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZHX2	ZHX2	1094	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZHX3	ZHX3	1095	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZIC1	ZIC1	1096	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZIC2	ZIC2	1097	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZIC3	ZIC3	1098	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZIC4	ZIC4	1099	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZIC5	ZIC5	1100	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZIK1	ZIK1	1101	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZIM2	ZIM2	1102	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZIM3	ZIM3	1103	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZKSCAN1	ZKSCAN1	1104	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZKSCAN2	ZKSCAN2	1105	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZKSCAN3	ZKSCAN3	1106	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZKSCAN4	ZKSCAN4	1107	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZKSCAN5	ZKSCAN5	1108	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZKSCAN7	ZKSCAN7	1109	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZKSCAN8	ZKSCAN8	1110	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
ZMAT1	ZMAT1	1111	Lambert_human_TFs	v1.01			False	False	not_present_in_current_rna_gene_universe
