candidate_id,min_genes_per_cell,min_cells_per_gene,max_pct_mito,max_total_counts,doublet_score_threshold,cells_before,cells_after_rna_qc,cells_after_qc_and_doublet_filter,cells_removed_by_rna_qc,predicted_doublets_total,predicted_doublets_among_qc_cells,final_cells_removed,final_cell_retention_fraction,genes_before,genes_after,genes_removed,gene_retention_fraction,removed_by_min_genes_only,removed_by_mito_only,removed_by_total_counts_only
1,200,5,15.0,40000.0,0.17614745734803391,11898,10751,9763,1147,1061,988,2135,0.820558076987729,36601,23699,12902,0.647495970055463,49,1121,2
